,postal_code,building_shifting_total_area,type,total_floor,building_state,main_use,building_materials,building_age,building_room_num,building_hall_num,building_bathroom_num,residential_guard,building_price,berth,elevator
0,236,33.408,73,27,1,2,17,1005,1,2,1,1,13130000,1,1
1,236,56.625,73,27,1,2,17,1005,3,2,2,1,24500000,1,1
2,236,60.252,73,27,1,2,17,1005,3,2,2,1,26800000,1,1
3,236,33.408,73,27,1,2,17,1005,1,2,1,1,13420000,1,1
4,220,7.741,73,15,1,3,4,10748,1,0,1,1,3130000,0,1
5,236,32.422,75,32,1,6,22,783,1,0,0,1,15050000,0,1
6,236,93.881,73,22,1,2,17,1005,4,2,3,1,38880000,1,1
7,220,34.143,107,14,1,39,1,9531,2,2,2,1,11500000,0,1
8,236,82.558,73,22,1,2,17,1005,4,2,2,1,31200000,1,1
9,220,50.064,75,19,1,2,1,265,3,2,2,1,19110000,1,1
10,220,41.143,75,19,1,6,1,265,0,0,0,1,13670000,1,1
11,220,30.77,75,19,1,6,1,265,0,0,0,1,9730000,1,1
12,220,30.471,75,19,1,6,1,265,0,0,0,1,9950000,1,1
13,220,20.67,75,19,1,2,1,1111,2,1,1,1,10200000,0,1
14,220,21.686,83,5,3,3,1,0,4,0,4,0,7150000,0,0
15,220,23.347,73,4,3,3,2,0,3,2,1,0,18000000,0,0
16,220,125.232,107,10,2,39,1,11452,0,0,0,1,32500000,1,1
17,236,27.515,62,5,3,3,1,13279,3,2,2,0,9400000,0,0
18,220,26.088,108,5,3,3,1,0,3,2,2,0,8250000,0,0
19,244,65.464,68,13,1,3,1,4858,3,2,2,1,18500000,1,1
20,244,73.795,68,14,1,3,1,11733,0,0,0,1,42780000,1,1
21,248,41.73,73,15,1,2,1,2906,3,2,2,1,12600000,1,1
22,244,43.823,68,13,1,3,1,5237,3,2,2,1,12200000,1,1
23,244,27.527,68,10,2,3,1,9688,3,2,2,1,9320000,1,1
24,242,71.42,65,19,1,10,3,1812,0,0,0,1,25640000,1,1
25,248,75.8,73,9,2,2,1,1960,4,2,2,1,19930000,1,1
26,242,40.989,73,14,1,3,1,5975,3,2,2,1,14150000,1,1
27,242,27.875,73,15,1,3,1,4771,1,1,1,1,8680000,1,1
28,244,38.182,68,13,1,3,1,5237,2,2,1,1,10300000,1,1
29,242,38.802,73,12,1,3,1,6188,3,2,2,1,17100000,0,1
30,242,43.1,73,14,1,2,1,3316,3,2,2,1,15800000,1,1
31,242,29.808,62,21,1,2,1,2416,2,2,1,1,14980000,1,1
32,242,24.13,73,16,1,3,1,9582,2,2,1,1,8500000,0,1
33,248,27.503,73,9,2,3,1,6305,2,2,1,1,7830000,0,1
34,244,71.351,68,28,1,2,1,263,3,2,2,1,27450000,1,1
35,244,73.828,68,28,1,2,1,263,3,2,2,1,30600000,1,1
36,244,55.53,68,28,1,2,1,263,3,2,2,1,20780000,1,1
37,244,55.53,68,28,1,2,1,263,3,2,2,1,21700000,1,1
38,244,55.53,68,28,1,2,1,263,3,2,2,1,21350000,1,1
39,244,45.263,62,11,1,2,1,1973,2,2,2,1,12120000,1,1
40,243,30.522,75,13,1,3,1,6291,2,2,1,1,10840000,1,1
41,242,14.202,73,4,3,3,2,16817,1,1,1,0,6150000,0,0
42,242,33.765,73,12,1,3,1,5830,2,2,1,1,12850000,1,1
43,242,17.796,63,24,1,10,1,1568,0,0,0,1,9150000,0,1
44,242,25.455,73,4,3,3,1,15314,3,1,2,0,5750000,0,0
45,244,68.199,109,19,1,3,1,5200,3,2,2,1,16350000,1,1
46,248,48.878,73,9,2,3,1,6938,3,2,2,1,9500000,1,1
47,244,31.475,68,11,1,3,1,9482,7,0,2,1,8300000,1,1
48,244,31.484,68,14,1,3,1,10088,2,1,1,1,7300000,1,1
49,244,31.493,74,4,3,3,1,13206,3,3,1,0,7500000,0,0
50,231,34.019,3,5,3,3,1,11683,3,2,2,0,10000000,0,0
51,231,27.334,74,29,1,3,1,8013,2,2,1,1,15860000,0,1
52,231,70.495,74,23,1,3,1,3778,4,2,2,1,40000000,1,1
53,231,20.661,74,4,3,3,2,16356,2,2,2,0,8950000,0,0
54,222,36.73,73,8,2,3,1,10062,3,2,2,1,11400000,1,1
55,231,37.51,3,12,1,3,1,10118,3,1,2,1,12000000,0,1
56,221,22.309,62,24,1,3,1,9847,1,1,1,1,8800000,0,1
57,221,53.561,76,12,1,3,1,8043,3,2,2,1,13000000,1,1
58,221,39.013,62,5,3,3,1,11897,3,2,2,1,15600000,0,0
59,221,21.804,62,14,1,3,1,10203,2,2,1,1,8400000,0,1
60,221,28.768,62,10,2,2,8,785,1,1,1,1,12350000,1,1
61,221,39.098,62,15,1,2,8,207,2,2,2,0,16500000,1,1
62,221,27.969,62,7,2,3,1,10742,2,2,1,0,8950000,0,1
63,221,24.744,62,12,1,2,8,1286,2,1,1,1,11000000,0,1
64,251,11.317,73,5,3,3,1,11830,1,0,1,0,1900000,0,0
65,251,27.104,73,5,3,3,1,15028,4,0,4,0,4300000,0,0
66,251,72.884,3,7,2,3,1,2027,4,2,2,1,18200000,1,1
67,251,20.531,76,4,3,3,1,14907,4,2,2,0,4320000,0,0
68,251,37.453,68,12,1,3,1,3424,3,2,2,1,9680000,0,1
69,252,24.82,76,8,2,3,1,9351,1,1,1,1,2150000,1,1
70,251,36.203,68,15,1,3,1,4366,3,1,1,1,7500000,1,1
71,241,29.342,75,6,2,3,1,14700,4,2,4,0,11500000,0,1
72,247,39.373,73,12,1,2,1,263,2,1,1,1,15000000,1,1
73,247,37.97,73,12,1,2,1,263,2,1,1,1,14100000,1,1
74,247,43.545,73,12,1,2,1,263,2,1,1,1,14350000,1,1
75,241,34.016,73,10,2,3,1,5026,2,2,1,1,15200000,1,1
76,241,29.506,73,4,3,3,2,16874,1,1,1,0,7690000,0,0
77,241,16.637,73,4,3,3,2,18741,0,0,0,0,7000000,0,0
78,241,25.712,73,4,3,3,2,16601,5,2,2,0,8900000,0,0
79,247,51.694,73,12,1,2,1,263,3,2,2,1,18070000,1,1
80,241,34.533,73,12,1,2,1,503,2,2,2,1,16580000,1,1
81,234,69.992,73,34,1,2,17,1050,3,2,2,1,39410000,1,1
82,235,24.064,73,5,3,3,1,16120,3,2,1,0,9850000,0,0
83,235,57.048,73,15,1,3,1,10473,3,2,2,1,21380000,1,1
84,235,36.427,73,23,1,2,8,405,2,2,1,1,15670000,1,1
85,235,33.547,75,13,1,3,1,5269,3,2,2,1,17200000,0,1
86,234,82.425,73,15,1,2,8,2003,3,2,2,1,33800000,1,1
87,234,39.041,73,15,1,2,8,2003,3,2,1,1,21900000,1,1
88,235,82.377,73,26,1,2,8,2850,4,2,2,1,34360000,1,1
89,234,26.587,73,4,3,2,1,17791,3,2,1,0,11500000,0,0
90,238,35.937,75,5,3,21,1,14563,3,2,1,0,7850000,0,0
91,239,29.984,76,4,3,3,1,15880,3,2,1,0,6880000,0,0
92,238,47.187,110,14,1,3,1,6879,3,2,2,1,11000000,1,1
93,238,38.239,83,12,1,2,1,4071,3,2,2,1,12500000,1,1
94,237,46.098,76,14,1,2,1,666,3,2,2,1,16500000,1,1
95,220,46.818,73,13,1,25,1,1874,0,2,1,1,19380000,1,1
96,220,54.356,73,15,1,3,1,4068,4,2,2,1,24500000,1,1
97,248,37.047,75,19,1,2,1,336,2,2,1,1,10100000,1,1
98,242,32.976,75,15,1,2,1,1621,2,1,1,1,11400000,1,1
99,242,18.528,73,5,3,3,1,14993,2,1,1,0,4680000,0,0
100,248,38.29,73,12,1,2,1,1996,3,2,2,1,12300000,0,1
101,242,29.146,73,13,1,3,1,9519,2,2,1,1,10500000,0,1
102,244,101.038,109,19,1,2,1,4460,3,2,2,1,29400000,1,1
103,248,32.815,73,15,1,2,1,2332,2,1,1,1,9500000,1,1
104,231,30.289,74,4,3,3,1,17178,2,2,1,0,12000000,0,0
105,231,25.068,74,4,3,3,1,16194,3,2,2,0,17800000,0,0
106,231,31.406,3,5,3,3,1,14764,3,2,1,0,10200000,0,0
107,221,52.571,62,24,1,3,1,9847,4,2,2,1,16500000,1,1
108,221,22.116,62,5,3,3,1,14567,3,2,1,0,7880000,0,0
109,221,39.646,73,11,1,3,1,4684,2,2,1,1,14580000,1,1
110,251,62.052,68,14,1,3,1,4288,4,2,2,1,13400000,1,1
111,251,56.695,68,15,1,3,1,4565,3,2,2,1,10800000,1,1
112,247,38.076,73,12,1,3,1,3333,3,2,2,1,16300000,0,1
113,241,24.617,73,5,3,3,1,13518,2,2,1,0,8880000,0,0
114,247,35.435,73,9,2,3,1,9114,2,2,1,1,12300000,1,1
115,234,21.85,73,4,3,2,5,16992,3,1,1,0,8610000,0,0
116,235,40.217,107,14,1,40,1,4765,3,2,2,1,16900000,1,1
117,235,36.016,73,5,3,3,1,13182,3,2,2,0,12000000,0,0
118,235,24.908,73,5,3,3,1,15748,4,4,2,0,7700000,0,0
119,234,15.034,75,12,1,6,1,7322,1,1,1,1,8855000,0,1
120,234,31.899,73,4,3,3,23,17004,5,2,3,0,10250000,0,0
121,235,49.265,73,13,1,3,1,7866,4,1,2,1,17660000,1,1
122,238,20.379,83,14,1,2,1,266,1,1,1,1,8800000,0,1
123,235,24.188,73,7,2,4,1,10400,3,2,2,1,7500000,0,1
124,235,16.637,73,4,3,3,2,17849,2,1,1,0,6920000,0,0
125,235,25.153,73,5,3,3,1,15574,3,1,2,0,10200000,0,0
126,234,45.0,73,5,3,3,1,12611,4,2,2,0,22000000,0,0
127,234,24.466,73,14,1,3,1,6129,2,2,1,1,15050000,0,1
128,235,23.414,73,3,3,3,2,19055,3,1,1,0,7400000,0,0
129,235,14.323,107,3,3,3,2,11666,2,1,1,0,3500000,0,0
130,241,53.219,73,14,1,2,1,1973,3,2,2,1,25420000,1,1
131,247,38.0,73,5,3,3,1,10364,3,2,2,0,13300000,0,0
132,247,30.649,73,5,3,3,1,12606,3,1,3,0,10600000,0,0
133,247,34.052,73,15,1,3,1,2763,2,2,1,1,14500000,1,1
134,241,19.369,73,5,3,3,1,8926,3,1,2,0,4800000,0,0
135,241,15.125,75,4,3,3,1,16918,3,1,1,0,4500000,0,0
136,247,56.921,73,15,1,3,1,2763,3,2,2,1,22000000,1,1
137,247,46.521,75,9,2,4,1,5303,0,1,1,1,25500000,0,1
138,249,60.164,62,11,1,3,1,897,4,2,2,1,13000000,1,1
139,249,21.786,73,3,3,3,2,16356,3,1,1,0,3250000,0,0
140,251,35.701,68,15,1,3,1,4964,2,1,1,1,7400000,1,1
141,251,42.659,3,15,1,3,1,2636,3,2,1,1,8880000,1,1
142,221,81.711,76,4,3,3,1,11180,4,2,3,1,20000000,1,0
143,221,97.417,76,4,3,3,1,4967,4,2,3,1,18880000,1,0
144,242,16.335,73,4,3,3,2,16876,2,2,1,0,6520000,0,0
145,242,137.541,65,22,1,10,3,3099,4,2,3,1,59000000,1,1
146,242,33.596,73,5,3,3,1,12043,3,2,2,1,9500000,0,0
147,242,20.876,73,5,3,3,1,15104,4,2,2,0,6900000,0,0
148,242,50.142,107,10,2,10,1,5270,4,1,2,1,15000000,1,1
149,244,40.474,68,14,1,3,1,5782,3,1,2,1,11700000,1,1
150,242,49.51,75,12,1,3,1,8506,2,2,2,1,16000000,1,1
151,242,50.871,76,4,2,3,1,10939,9,4,3,0,26500000,1,1
152,242,42.525,62,11,1,2,1,1681,2,2,1,1,17200000,1,1
153,242,31.139,73,5,3,3,1,11101,3,2,2,0,8460000,0,0
154,220,19.0,73,4,3,3,1,0,2,2,1,0,16500000,0,0
155,220,44.933,108,12,1,3,1,3976,3,2,2,1,8000000,0,1
156,239,74.333,83,22,1,2,1,1477,3,2,2,1,17900000,1,1
157,237,46.878,73,14,1,3,1,5312,3,1,2,1,15250000,1,1
158,237,41.624,73,12,1,2,1,222,3,2,2,1,12700000,1,1
159,238,25.41,83,5,3,3,1,14689,2,2,1,0,11800000,0,0
160,237,46.219,73,11,1,2,1,2622,3,2,2,1,12900000,1,1
161,239,48.451,83,9,2,3,1,5726,3,2,2,1,7300000,1,1
162,237,38.218,73,20,1,3,1,5534,2,2,1,1,12880000,1,1
163,237,35.616,73,12,1,2,1,222,2,2,1,1,8930000,1,1
164,237,47.054,73,12,1,2,1,222,3,2,2,1,11730000,1,1
165,237,44.976,73,12,1,2,1,222,3,2,2,1,11200000,1,1
166,237,37.61,73,12,1,2,1,222,2,2,1,1,8580000,1,1
167,237,44.967,73,12,1,2,1,222,3,2,2,1,10890000,1,1
168,237,47.471,73,12,1,2,1,222,3,2,2,1,12030000,1,1
169,237,46.189,73,12,1,2,1,222,3,2,2,1,12120000,1,1
170,237,45.311,73,12,1,2,1,222,3,2,2,1,10420000,1,1
171,239,48.451,83,9,2,3,1,5726,3,2,2,1,8950000,1,1
172,238,39.443,83,5,3,3,1,10949,5,3,3,0,10100000,1,0
173,238,44.407,76,5,3,3,1,9549,3,2,2,0,6130000,1,0
174,237,47.036,73,12,1,2,1,222,3,2,2,1,11450000,1,1
175,237,18.108,73,19,1,3,1,5534,1,1,1,1,5500000,0,1
176,238,28.922,73,4,3,3,1,14972,3,1,1,0,5800000,0,0
177,238,80.595,75,24,1,2,1,4323,4,2,3,1,26600000,1,1
178,239,52.133,83,13,1,2,1,300,3,2,2,1,12900000,1,1
179,239,36.524,75,7,2,4,1,10554,3,2,2,1,6700000,1,1
180,237,39.945,73,6,2,3,1,8517,2,2,1,1,8400000,1,1
181,235,31.076,73,5,3,3,1,14845,3,2,2,0,10400000,0,0
182,235,39.73,73,27,1,2,13,351,2,2,1,1,20430000,1,1
183,235,52.429,73,24,1,2,13,351,3,2,2,1,26000000,1,1
184,235,50.747,73,23,1,2,8,964,2,2,2,1,22860000,1,1
185,235,40.571,73,23,1,2,8,964,2,2,1,1,17690000,1,1
186,235,75.035,73,24,1,2,13,351,3,2,2,1,42530000,1,1
187,234,32.528,73,29,1,2,13,624,2,2,1,1,16880000,1,1
188,234,40.344,73,29,1,2,13,624,3,2,1,1,22900000,1,1
189,235,36.321,73,12,1,3,1,5116,2,2,1,1,18660000,1,1
190,235,29.648,73,14,1,3,24,6861,3,2,2,1,13900000,0,1
191,234,32.237,73,29,1,2,13,624,2,2,1,1,16500000,1,1
192,235,39.709,73,24,1,2,13,351,2,2,1,1,21350000,1,1
193,241,82.522,73,11,1,3,1,4134,2,2,2,1,31000000,1,1
194,241,106.06,73,24,1,3,1,3667,3,2,2,1,48000000,1,1
195,247,51.498,75,14,1,3,1,6227,3,2,2,1,16718300,1,1
196,241,39.615,73,15,1,2,1,302,3,2,2,1,15000000,1,1
197,241,33.284,73,15,1,41,1,253,0,0,0,1,21280000,1,1
198,241,50.947,73,15,1,2,1,253,3,2,2,1,19980000,1,1
199,241,50.947,73,15,1,2,1,253,0,0,0,1,21300000,1,1
200,241,51.966,73,15,1,2,1,253,3,2,2,1,20033247,1,1
201,241,20.942,73,4,3,3,2,18822,3,1,1,0,7000000,0,0
202,241,37.646,73,12,1,2,1,365,2,1,1,1,15950000,1,1
203,241,17.79,73,14,1,3,1,9274,2,1,1,1,8320000,0,1
204,251,41.5,76,12,1,3,1,9856,2,1,2,1,2850000,1,1
205,251,11.41,73,18,1,3,1,10058,1,0,1,1,2100000,0,1
206,251,55.503,68,15,1,3,1,4389,3,2,2,1,12500000,1,1
207,251,49.353,70,21,1,3,1,1166,3,2,2,1,11560000,1,1
208,251,34.558,68,26,1,3,1,1054,2,1,2,1,8550000,1,1
209,251,43.781,68,23,1,3,1,1054,3,1,2,1,11420000,1,1
210,251,72.896,111,38,1,3,1,4598,3,2,2,1,26500000,1,1
211,252,37.05,73,12,1,3,1,9503,4,2,2,1,3880000,0,1
212,251,26.275,112,29,1,3,3,5212,1,2,1,1,11580000,0,1
213,252,12.669,76,16,1,3,1,9358,1,1,1,1,1350000,0,1
214,252,12.478,76,16,1,3,1,9358,1,1,1,1,1100000,0,1
215,251,24.067,73,4,3,3,1,14970,3,1,1,0,4000000,0,0
216,251,29.282,73,5,3,3,1,15237,3,2,2,0,6500000,0,0
217,251,46.261,113,27,1,3,1,1474,3,2,2,1,9970000,1,1
218,221,31.959,62,14,1,3,1,9939,3,2,2,1,10000000,0,1
219,221,11.976,76,12,1,3,1,14176,1,1,1,1,2800000,0,1
220,221,30.825,62,10,2,3,1,3973,2,2,1,1,10110000,1,1
221,221,60.067,62,7,2,3,1,11155,0,0,0,1,12000000,0,1
222,221,34.443,62,5,3,3,1,13033,3,2,2,0,9300000,0,0
223,221,25.897,76,5,3,3,1,9559,2,2,1,1,2400000,0,0
224,207,19.254,76,4,3,3,1,15448,2,1,1,0,1850000,0,0
225,221,18.386,75,17,1,4,1,8684,2,1,1,1,7000000,0,1
226,221,49.335,75,19,1,25,8,480,0,0,0,1,17800000,0,1
227,221,56.05,75,19,1,25,8,480,0,0,0,1,21250000,1,1
228,221,32.307,62,15,1,2,8,207,2,2,1,1,13500000,1,1
229,231,17.548,3,15,1,3,1,3610,2,1,1,1,8000000,0,1
230,231,28.495,76,16,1,3,1,9373,2,2,1,1,5400000,1,1
231,231,26.765,74,13,1,2,8,1041,2,2,1,1,16680000,0,1
232,231,23.764,74,5,3,3,1,15952,3,2,1,0,10800000,0,0
233,244,60.267,68,33,1,2,17,1503,3,2,2,1,22930000,1,1
234,244,29.842,68,15,1,2,1,945,1,2,1,1,8820000,1,1
235,244,39.201,68,13,1,3,1,8991,2,2,2,1,9230000,1,1
236,242,48.237,73,14,1,3,1,9387,4,2,2,1,16500000,1,1
237,244,35.701,62,7,2,2,1,197,2,2,1,1,8530000,1,1
238,244,38.684,62,7,2,2,1,197,2,2,1,1,10600000,1,1
239,244,38.684,62,7,2,2,1,197,2,2,1,1,9500000,1,1
240,244,34.44,62,7,2,2,1,197,2,2,1,1,8800000,1,1
241,244,37.456,62,7,2,2,1,197,2,2,1,1,9000000,1,1
242,244,23.885,62,7,2,2,1,197,1,1,1,1,5540000,1,1
243,244,35.55,62,7,2,2,1,197,2,2,2,1,8500000,1,1
244,244,44.204,62,7,2,2,1,197,3,2,2,1,11290000,1,1
245,244,44.216,62,7,2,2,1,197,3,2,2,1,10880000,1,1
246,244,51.15,62,7,2,2,1,197,3,2,2,1,12500000,1,1
247,244,43.303,62,7,2,2,1,197,2,2,1,1,9900000,1,1
248,242,54.671,73,7,2,3,1,8043,2,2,1,1,16000000,1,1
249,244,37.894,68,15,1,2,1,2273,2,2,1,1,11600000,1,1
250,244,37.667,68,24,1,2,1,274,2,2,2,1,16100000,1,1
251,242,27.464,73,13,1,3,1,9437,3,2,1,1,10850000,0,1
252,242,32.337,73,12,1,3,1,8993,3,2,2,1,12000000,0,1
253,242,44.558,65,18,1,2,1,802,2,2,1,1,18880000,1,1
254,242,68.374,65,28,1,10,1,1939,2,2,2,1,27400000,1,1
255,242,23.305,73,5,3,3,1,12246,3,1,1,0,11800000,0,0
256,242,69.66,65,28,1,2,1,1939,2,2,2,1,28730000,1,1
257,242,160.165,65,42,1,10,17,1414,0,0,0,1,63470000,1,1
258,242,19.578,73,4,3,3,1,16069,3,2,1,0,7550000,0,0
259,242,16.813,73,22,1,2,1,1498,1,1,1,1,8080000,0,1
260,248,30.743,73,6,2,3,1,10361,3,2,2,1,5500000,0,1
261,244,39.745,109,19,1,2,1,1651,2,2,2,1,13000000,1,1
262,242,46.413,62,13,1,2,1,2657,2,2,2,1,19560000,1,1
263,242,36.714,65,18,1,6,1,802,0,0,0,1,14250000,1,1
264,242,38.39,75,13,1,2,1,3528,2,2,1,1,16030000,1,1
265,244,101.183,68,15,1,2,1,2952,4,2,3,1,31000000,1,1
266,248,75.8,73,9,2,2,1,1960,4,2,2,1,19930000,1,1
267,248,59.453,73,9,2,2,1,1960,3,2,2,1,15690000,1,1
268,248,34.503,73,9,2,2,1,1960,2,2,1,1,9700000,0,1
269,248,90.402,73,9,2,2,1,1960,4,2,3,1,24220000,1,1
270,244,56.268,62,9,2,3,1,5352,3,2,3,1,13680000,1,1
271,244,27.113,68,13,1,42,1,2211,0,0,0,1,14800000,1,1
272,243,26.166,62,9,2,3,1,6472,3,2,2,1,9400000,0,1
273,244,61.643,68,33,1,2,17,1503,3,2,2,1,22660000,1,1
274,220,36.975,62,23,1,2,1,285,2,2,1,1,17040000,1,1
275,220,62.826,62,23,1,2,1,285,3,2,2,1,30550000,1,1
276,220,22.385,73,4,3,3,2,0,2,1,1,0,4200000,0,0
277,220,10.975,75,11,1,10,1,8817,1,1,1,1,4250000,0,1
278,236,31.109,62,5,3,3,1,13230,3,2,1,0,8700000,0,0
279,220,40.42,73,5,3,3,1,13495,3,2,2,0,18880000,0,0
280,220,36.975,62,23,1,2,1,285,2,2,1,1,18450000,1,1
281,220,57.635,62,23,1,2,1,285,3,2,2,1,27850000,1,1
282,220,34.207,62,15,1,2,1,420,2,1,1,1,13180000,1,1
283,220,35.74,62,15,1,2,1,461,2,1,1,1,13360000,1,1
284,220,80.595,107,18,1,43,1,1874,0,0,0,1,27680000,0,1
285,220,26.544,83,5,3,3,1,0,3,2,1,0,7500000,0,0
286,220,31.499,75,19,1,2,1,1111,2,2,1,1,13100000,1,1
287,220,15.149,73,5,3,3,1,0,3,1,2,0,3900000,0,0
288,220,45.653,75,19,1,6,1,265,2,2,1,1,17700000,1,1
289,236,27.612,107,18,1,44,1,7243,3,2,2,1,11400000,0,1
290,220,16.459,73,4,3,3,1,17569,1,1,1,0,6100000,0,0
291,220,25.855,73,4,3,3,2,17840,3,2,1,0,10000000,0,0
292,236,28.378,77,15,1,3,1,9474,2,2,2,1,12200000,0,1
293,236,34.803,62,15,1,2,1,222,2,2,1,1,9680000,1,1
294,236,39.019,62,15,1,2,1,222,2,2,2,1,10850000,1,1
295,236,30.507,62,15,1,41,1,222,1,1,1,1,11000000,1,1
296,236,29.246,62,15,1,2,1,222,2,1,1,1,8380000,1,1
297,220,40.795,75,19,1,10,1,1111,1,0,1,1,15100000,1,1
298,220,45.181,73,15,1,3,1,5286,3,2,2,1,18460000,1,1
299,237,26.841,75,18,1,3,1,4905,3,2,2,1,8000000,1,1
300,238,10.802,83,12,1,3,1,8313,1,1,1,1,4300000,0,1
301,220,34.213,73,12,1,3,1,8436,3,2,2,1,14820000,0,1
302,236,32.386,73,5,3,3,1,14629,3,2,2,0,7000000,0,0
303,220,54.535,73,14,1,3,1,5269,3,2,2,1,24000000,1,1
304,220,14.892,75,19,1,6,1,265,0,0,0,1,7380000,0,1
305,220,12.409,73,40,1,3,17,4198,0,1,1,1,9300000,0,1
306,220,37.589,108,11,1,3,1,5586,2,2,1,1,12180000,1,1
307,236,33.517,107,19,1,45,1,931,0,0,0,1,10750000,1,1
308,236,26.687,62,5,3,3,1,13572,3,2,1,0,7000000,0,0
309,220,31.145,75,19,1,6,1,265,0,0,0,1,11680000,1,1
310,220,31.145,75,19,1,6,1,265,0,0,0,1,11660000,1,1
311,220,39.385,73,5,3,3,1,0,3,2,2,0,11200000,0,0
312,220,22.663,73,4,3,3,1,16888,3,1,1,0,8350000,0,0
313,236,38.663,107,19,1,45,1,931,0,0,0,1,12400000,1,1
314,236,44.8,107,19,1,45,1,931,0,0,0,1,16010000,1,1
315,220,33.378,73,7,2,3,1,9464,3,2,2,1,17500000,0,1
316,220,43.185,75,19,1,2,1,265,3,2,2,1,19150000,1,1
317,243,33.617,75,13,1,3,1,5699,3,2,2,1,11450000,0,1
318,244,60.367,114,12,1,3,1,11505,3,2,2,1,7500000,1,1
319,220,43.258,75,19,1,2,1,265,3,2,2,1,18450000,1,1
320,242,34.319,62,17,1,2,3,740,1,2,1,1,12880000,1,1
321,220,31.381,62,15,1,2,1,420,2,1,1,1,13950000,1,1
322,220,36.648,62,17,1,2,1,361,2,2,1,1,14350000,1,1
323,248,47.012,73,14,1,3,1,8540,4,2,3,1,11550000,1,1
324,243,40.414,75,16,1,3,1,9772,3,2,2,1,10480000,1,1
325,244,25.716,68,15,1,2,1,3218,2,1,1,1,8500000,0,1
326,244,93.2,68,13,1,2,1,2954,4,2,3,1,26000000,1,1
327,242,119.563,65,28,1,2,1,1939,3,2,4,1,50500000,1,1
328,244,95.971,109,28,1,2,1,2604,3,2,2,1,31680000,1,1
329,248,34.476,73,15,1,2,1,179,2,2,1,1,10820000,1,1
330,248,48.902,73,15,1,2,1,179,3,2,2,1,16700000,1,1
331,248,48.902,73,15,1,2,1,179,3,2,2,1,16680000,1,1
332,248,48.902,73,15,1,2,1,179,3,2,2,1,16100000,1,1
333,248,53.331,73,15,1,2,1,179,3,2,2,1,16630000,1,1
334,248,44.788,73,15,1,2,1,179,3,2,2,1,14470000,1,1
335,248,44.821,73,15,1,2,1,179,3,2,2,1,14950000,1,1
336,242,22.343,73,11,1,2,1,410,2,1,1,1,9780000,0,1
337,248,24.409,75,15,1,2,1,239,2,2,1,1,8990000,1,1
338,248,33.245,73,15,1,41,1,179,0,0,0,1,11280000,1,1
339,242,46.467,73,18,1,2,1,2640,3,2,2,1,17180000,1,1
340,231,33.36,73,15,1,2,8,165,2,1,1,1,13750000,1,1
341,231,45.575,73,15,1,2,8,165,3,2,2,1,21270000,1,1
342,231,45.575,73,15,1,2,8,165,3,2,2,1,21100000,1,1
343,231,39.561,73,15,1,2,8,165,2,2,1,1,16860000,1,1
344,231,37.843,73,15,1,2,8,165,2,2,1,1,16580000,1,1
345,231,45.523,73,15,1,2,8,165,3,2,2,1,20800000,1,1
346,231,45.523,73,15,1,2,8,165,3,2,2,1,21500000,1,1
347,231,45.523,73,15,1,2,8,165,3,2,2,1,21630000,1,1
348,231,45.56,73,15,1,2,8,165,3,2,2,1,22000000,1,1
349,231,33.36,73,15,1,2,8,165,2,1,1,1,13980000,1,1
350,231,33.36,73,15,1,2,8,165,2,1,1,1,14080000,1,1
351,231,33.36,73,15,1,2,8,165,2,1,1,1,14180000,1,1
352,231,44.694,73,15,1,2,8,165,3,2,2,1,21150000,1,1
353,231,45.575,73,15,1,2,8,165,3,2,2,1,20850000,1,1
354,231,39.561,73,15,1,2,8,165,2,2,2,1,16880000,1,1
355,222,18.353,115,5,3,3,1,14256,2,2,1,0,4500000,0,0
356,231,34.37,73,15,1,2,8,165,2,1,1,1,14130000,1,1
357,231,46.582,73,15,1,2,8,165,3,2,2,1,20980000,1,1
358,231,38.551,73,15,1,2,8,165,2,2,2,1,17300000,1,1
359,231,39.963,73,15,1,46,8,165,0,0,1,1,26000000,1,1
360,231,27.458,73,15,1,2,8,165,2,2,1,1,14900000,0,1
361,231,38.723,73,15,1,2,8,165,2,2,1,1,16700000,1,1
362,231,38.723,73,15,1,2,8,165,2,2,1,1,16730000,1,1
363,231,88.26,73,15,1,3,1,3710,4,2,3,1,48000000,1,1
364,231,83.472,61,30,1,2,13,791,4,2,2,1,48350000,1,1
365,231,25.132,3,12,1,3,1,8397,2,1,1,1,6300000,0,1
366,231,39.328,3,18,1,2,8,1911,3,2,2,1,19200000,0,1
367,231,30.51,3,8,2,3,1,9654,3,2,2,1,11800000,0,1
368,231,24.506,3,15,1,3,1,3610,2,2,1,1,11750000,0,1
369,221,59.747,62,23,1,3,1,10499,4,2,2,1,16630000,1,1
370,221,12.524,62,32,1,3,1,8378,1,1,1,1,2930000,0,1
371,221,15.098,62,13,1,3,1,8981,1,1,1,1,6300000,0,1
372,221,36.37,62,11,1,2,8,368,3,1,1,1,13550000,1,1
373,221,29.297,76,4,3,3,1,9259,2,2,1,1,5750000,1,0
374,221,24.772,62,5,3,3,1,15210,3,1,1,0,6800000,0,0
375,221,15.781,62,15,1,2,8,207,1,1,1,1,7350000,0,1
376,221,26.351,62,15,1,2,8,207,2,2,1,1,11300000,1,1
377,251,55.2,68,17,1,3,1,1909,4,2,2,1,11550000,1,1
378,251,36.684,3,23,1,3,1,1042,2,1,2,1,9100000,1,1
