,postal_code,building_shifting_total_area,type,total_floor,building_state,main_use,building_materials,building_age,building_room_num,building_hall_num,building_bathroom_num,residential_guard,building_price,berth,elevator
892,325,39.05,76,15,1,2,1,1608,2,2,1,1,8390000,1,1
893,335,14.266,124,7,2,3,1,14383,0,0,0,0,800000,0,1
894,326,34.409,73,7,2,3,1,10263,3,2,2,1,3200000,0,1
895,326,23.063,73,4,3,3,2,16544,3,2,1,0,3460000,0,0
896,326,23.565,73,7,2,3,1,10239,3,2,2,1,3850000,0,1
897,326,44.924,73,10,2,3,1,5401,3,2,2,1,5680000,1,1
898,337,55.303,62,13,1,3,1,232,3,2,2,1,9160000,1,1
899,338,52.166,73,20,1,3,1,9650,3,2,2,1,7300000,1,1
900,338,54.529,73,9,2,21,1,8341,0,0,0,1,21200000,1,1
901,334,32.709,73,24,1,2,1,203,2,2,2,1,6910000,1,1
902,334,67.73,73,24,1,2,1,203,3,2,2,1,12440000,1,1
903,334,56.876,73,24,1,2,1,203,3,2,2,1,12260000,1,1
904,334,74.415,73,24,1,2,1,203,3,2,2,1,16600000,1,1
905,334,32.767,73,24,1,2,1,203,2,2,2,1,7220000,1,1
906,334,51.083,73,24,1,2,1,203,3,2,2,1,11960000,1,1
907,334,48.618,73,24,1,2,1,203,3,2,2,1,10550000,1,1
908,334,48.618,73,24,1,2,1,203,3,2,2,1,10970000,1,1
909,334,57.917,73,24,1,2,1,203,3,2,2,1,13430000,1,1
910,334,23.414,73,24,1,2,1,203,2,2,2,1,5600000,0,1
911,334,32.709,73,24,1,2,1,203,2,2,2,1,6940000,1,1
912,334,56.229,73,24,1,2,1,203,3,2,2,1,12390000,1,1
913,334,32.767,73,24,1,2,1,203,2,2,2,1,6760000,1,1
914,334,58.833,73,24,1,2,1,203,3,2,2,1,12660000,1,1
915,334,31.021,73,24,1,2,1,203,2,2,2,1,6980000,1,1
916,334,50.835,73,24,1,2,1,203,3,2,2,1,11770000,1,1
917,334,58.549,73,24,1,2,1,203,3,2,2,1,13720000,1,1
918,334,50.587,73,24,1,2,1,203,3,2,2,1,10960000,1,1
919,334,50.587,73,24,1,2,1,203,3,2,2,1,11650000,1,1
920,334,50.832,73,24,1,2,1,203,3,2,2,1,11670000,1,1
921,334,58.234,73,24,1,2,1,203,3,2,2,1,13260000,1,1
922,334,31.021,73,24,1,2,1,203,2,2,2,1,6420000,1,1
923,334,58.894,73,24,1,2,1,203,3,2,2,1,13520000,1,1
924,334,32.709,73,24,1,2,1,203,2,2,2,1,6940000,1,1
925,334,51.119,62,15,1,3,1,2991,3,2,2,1,9800000,1,1
926,324,42.38,73,14,1,3,1,2435,2,2,1,1,7200000,1,1
927,324,21.877,73,13,1,3,1,9800,2,2,1,1,3550000,0,1
928,324,46.872,75,25,1,3,1,2714,3,2,2,1,9050000,1,1
929,324,49.776,73,14,1,3,1,9800,3,2,2,1,7200000,1,1
930,333,26.082,83,4,3,3,1,15176,3,2,2,0,2500000,0,0
931,333,50.642,62,15,1,3,1,3847,3,2,2,1,9500000,1,1
932,333,25.365,76,4,3,3,1,14563,3,1,1,0,3250000,0,0
933,330,41.706,73,23,1,3,1,571,2,1,2,1,11900000,1,1
934,330,19.009,73,11,1,3,1,9313,2,2,1,1,5430000,0,1
935,330,51.116,62,7,2,3,1,10130,3,2,2,1,7650000,1,1
936,330,34.963,73,7,2,2,1,14083,3,2,2,1,2300000,0,1
937,325,16.51,124,10,2,49,1,5755,1,1,1,1,2850000,0,1
938,334,43.572,76,13,1,2,1,2198,3,2,2,1,9000000,1,1
939,324,25.21,75,25,1,3,1,2714,1,1,1,1,6300000,0,1
940,324,29.775,73,6,2,3,1,9647,3,2,1,1,5000000,0,1
941,333,58.972,125,23,1,3,1,2237,4,2,2,1,8440000,1,1
942,324,10.125,78,4,2,3,1,5699,1,1,1,1,1340000,1,1
943,330,56.782,73,13,1,3,1,5633,3,2,2,1,15900000,1,1
944,320,40.792,73,6,2,3,1,10256,4,2,2,1,4000000,0,1
945,330,43.118,75,24,1,3,1,1565,2,2,1,1,11300000,1,1
946,333,32.404,62,4,3,3,1,10099,4,2,2,0,9700000,0,0
947,330,18.664,73,14,1,3,1,6633,1,1,1,1,5440000,0,1
948,333,53.902,125,23,1,3,1,2342,3,2,2,1,12600000,1,1
949,333,37.053,126,9,2,3,1,9142,4,2,2,1,11000000,1,1
950,324,58.531,75,13,1,3,1,2806,3,2,2,1,11000000,1,1
951,324,46.809,73,13,1,2,1,498,3,1,2,0,9250000,1,1
952,324,47.744,73,13,1,2,1,498,3,1,2,0,9650000,1,1
953,324,48.424,73,13,1,2,1,498,3,1,2,0,9580000,1,1
954,324,24.046,76,5,3,60,1,14766,3,2,1,0,5100000,0,0
955,324,24.233,73,7,2,3,1,10585,3,2,1,1,4100000,0,1
956,324,46.636,73,14,1,3,1,984,3,2,2,1,10550000,1,1
957,334,64.293,62,13,1,3,1,2589,4,2,2,1,12900000,1,1
958,338,48.699,73,12,1,3,1,5563,3,2,2,1,11500000,1,1
959,334,29.999,76,4,3,3,1,14336,3,2,1,0,3520000,0,0
960,338,46.388,73,20,1,3,1,9650,3,2,2,1,7450000,1,1
961,338,11.834,73,14,1,3,1,6742,1,1,1,1,4060000,0,1
962,337,18.673,76,10,2,3,1,361,1,1,1,0,7300000,0,1
963,326,44.767,73,7,2,3,1,10263,4,2,2,1,4200000,0,1
964,326,26.088,76,5,3,4,1,9220,1,2,1,1,3500000,0,0
965,326,33.387,73,5,2,3,1,8894,3,1,2,1,2900000,1,1
966,326,26.705,73,7,2,3,1,10531,3,2,2,1,3800000,0,1
967,326,39.334,76,5,2,3,1,10001,3,2,1,0,2300000,1,1
968,326,34.948,73,15,1,2,1,1041,2,1,1,1,6300000,1,1
969,325,26.629,76,6,2,21,1,9582,4,2,2,1,4330000,0,1
970,325,50.753,73,12,1,2,1,2330,3,2,2,1,8240000,1,1
971,320,39.634,73,10,2,3,1,6447,3,2,2,1,8320000,1,1
972,320,25.994,107,11,1,61,1,2951,2,1,2,1,5400000,1,1
973,320,57.191,73,13,1,2,1,243,3,2,2,1,11920000,1,1
974,320,45.62,73,13,1,2,1,3283,3,2,2,1,10300000,1,1
975,320,21.408,73,5,3,3,1,14894,4,1,4,0,4500000,0,0
976,320,40.738,73,8,2,3,1,8687,4,2,1,1,6000000,1,1
977,320,42.71,73,14,1,3,1,6450,3,2,2,1,9050000,1,1
978,320,21.35,73,5,3,3,1,15110,4,0,4,0,3970000,0,0
979,320,17.007,73,6,2,3,1,9862,1,1,1,1,3160000,0,1
980,320,24.832,73,13,1,3,1,9266,2,2,1,1,4150000,0,1
981,320,47.296,73,13,1,2,1,243,3,2,2,1,10320000,1,1
982,320,34.31,73,14,1,2,1,243,2,2,1,1,8200000,1,1
983,320,37.398,73,6,2,3,1,10665,3,2,2,1,6400000,0,1
984,320,80.099,73,12,1,2,1,3285,4,2,3,1,18500000,1,1
985,320,50.018,73,15,1,2,1,2754,3,2,2,1,9400000,1,1
986,320,38.901,73,14,1,2,1,243,2,2,2,1,8500000,1,1
987,330,64.266,73,10,2,3,1,4445,4,2,2,1,18000000,1,1
988,330,11.329,77,10,2,10,1,9733,1,0,1,1,2150000,0,1
989,330,34.282,62,10,2,3,1,6847,2,2,1,1,6000000,1,1
990,330,41.497,62,7,2,3,1,10347,2,1,2,0,6400000,1,1
991,330,10.385,77,13,1,62,1,11256,0,0,1,1,2800000,0,1
992,330,46.216,73,16,1,3,1,9734,3,2,2,1,9100000,1,1
993,330,86.473,73,10,2,3,1,231,4,2,3,1,27350000,1,1
994,330,47.332,62,10,2,3,1,7223,4,2,2,1,11220000,0,1
995,330,82.939,82,23,1,3,1,881,2,2,3,1,27000000,1,1
996,330,32.41,62,13,1,3,1,10295,3,2,2,1,6500000,0,1
997,330,54.359,73,14,1,3,1,593,3,2,2,1,17530000,1,1
998,330,48.79,75,4,3,3,1,16348,2,2,2,0,5500000,0,0
999,330,71.844,73,12,1,3,1,3697,4,2,2,1,14350000,1,1
1000,330,49.513,73,12,1,3,1,8450,2,2,2,1,9500000,1,1
1001,330,34.778,73,9,2,3,1,6327,2,2,1,1,6690000,1,1
1002,330,43.769,73,7,2,3,1,10436,4,2,2,0,8300000,0,1
1003,330,51.839,73,13,1,3,1,1420,3,2,2,1,11950000,1,1
1004,330,47.647,73,8,2,3,1,6984,3,2,1,1,10600000,1,1
1005,330,76.124,73,12,1,3,1,1643,4,2,2,1,19800000,1,1
1006,320,23.268,73,4,3,3,1,15033,2,1,1,0,2800000,0,0
1007,320,28.486,127,5,3,3,1,9591,3,1,1,0,7980000,0,0
1008,320,44.089,73,15,1,3,1,5430,2,2,2,1,8100000,1,1
1009,320,42.731,73,14,1,3,1,8264,4,2,2,1,8180000,1,1
1010,320,56.241,73,13,1,2,1,2181,4,2,2,1,10800000,1,1
1011,320,36.708,73,9,2,3,1,9735,3,2,2,1,5980000,0,1
1012,320,28.595,73,7,2,3,1,9434,3,2,2,1,4380000,0,1
1013,320,45.088,73,8,2,3,1,8013,4,2,2,1,7700000,1,1
1014,320,76.421,75,22,1,3,1,5028,4,2,3,1,21770000,1,1
1015,320,70.386,73,15,1,2,1,1949,3,2,2,1,18500000,1,1
1016,320,41.936,75,18,1,25,1,2178,0,0,0,1,14500000,1,1
1017,320,76.036,73,21,1,2,1,1135,3,2,2,1,18200000,1,1
1018,326,21.223,76,5,3,3,1,9981,2,2,1,1,1000000,0,0
1019,326,34.052,73,7,2,3,1,9857,3,1,1,1,2000000,1,1
1020,326,28.142,73,13,1,21,1,10062,2,1,2,1,4400000,0,1
1021,338,57.926,73,10,2,3,1,6284,3,2,2,1,12300000,1,1
1022,337,37.846,73,22,1,3,1,1610,2,2,1,1,13280000,1,1
1023,338,53.618,73,15,1,3,1,5527,4,1,2,1,13570000,1,1
1024,337,45.212,73,10,2,3,1,5033,3,2,2,1,11500000,1,1
1025,338,32.519,107,10,2,39,1,9735,2,2,2,1,4300000,0,1
1026,334,58.83,73,24,1,2,1,203,3,2,2,1,13700000,1,1
1027,334,48.618,73,24,1,2,1,203,3,2,2,1,10710000,1,1
1028,334,32.709,73,24,1,2,1,203,2,2,2,1,6660000,1,1
1029,334,32.709,73,24,1,2,1,203,2,2,2,1,6800000,1,1
1030,334,64.795,73,24,1,2,1,203,3,2,2,1,14610000,1,1
1031,334,50.835,73,24,1,2,1,203,3,2,2,1,10900000,1,1
1032,334,60.131,73,24,1,2,1,203,3,2,2,1,12630000,1,1
1033,334,32.767,73,24,1,2,1,203,2,2,2,1,7170000,1,1
1034,334,58.658,73,24,1,2,1,203,3,2,2,1,11880000,1,1
1035,334,58.894,73,24,1,2,1,203,3,2,2,1,12430000,1,1
1036,334,47.175,73,24,1,2,1,203,3,2,2,1,9800000,1,1
1037,334,49.422,73,24,1,2,1,203,3,2,2,1,11780000,1,1
1038,334,49.483,73,24,1,2,1,203,3,2,2,1,10150000,1,1
1039,334,32.709,73,24,1,2,1,203,2,2,2,1,6940000,1,1
1040,334,58.234,73,24,1,2,1,203,3,2,2,1,12910000,1,1
1041,334,58.658,73,24,1,2,1,203,3,2,2,1,12570000,1,1
1042,334,57.917,73,24,1,2,1,203,3,2,2,1,13330000,1,1
1043,334,50.073,75,15,1,3,1,2545,3,2,2,1,10100000,1,1
1044,334,45.121,62,13,1,3,1,3063,2,2,1,1,8300000,1,1
1045,334,39.222,62,13,1,2,1,754,2,2,1,1,7800000,1,1
1046,324,49.138,75,25,1,3,1,2714,3,2,2,1,11150000,1,1
1047,324,21.178,73,4,3,3,1,14957,2,2,1,0,2600000,0,0
1048,324,41.155,75,15,1,3,1,2724,2,2,1,1,6880000,1,1
1049,324,26.275,73,13,1,3,1,2779,2,2,1,1,5240000,0,1
1050,324,21.281,76,7,2,3,1,2666,2,2,2,1,3100000,0,1
1051,333,25.126,109,11,1,63,1,4334,2,1,1,1,8400000,0,1
1052,333,35.928,109,28,1,2,1,228,2,2,1,1,11220000,1,1
1053,333,35.943,109,28,1,2,1,228,2,2,1,1,11230000,1,1
1054,333,57.209,109,28,1,2,1,228,2,2,2,1,16930000,1,1
1055,333,59.484,109,28,1,2,1,228,2,2,2,1,16980000,1,1
1056,333,35.922,109,28,1,2,1,228,2,2,1,1,10650000,1,1
1057,333,45.051,75,13,1,3,1,2840,3,2,2,1,10950000,1,1
1058,333,18.453,75,16,1,3,1,9908,2,1,1,1,4000000,0,1
1059,333,38.799,62,6,2,2,1,440,3,2,2,1,15000000,0,1
1060,333,46.827,83,14,1,2,1,183,4,2,2,1,9300000,1,1
1061,333,46.827,83,14,1,2,1,183,4,2,2,1,9580000,1,1
1062,333,40.662,83,14,1,2,1,183,3,1,2,1,7800000,1,1
1063,333,41.034,83,14,1,2,1,183,3,1,2,1,8000000,1,1
1064,333,37.159,83,14,1,2,1,183,3,2,2,1,7450000,1,1
1065,333,46.827,83,14,1,2,1,183,4,2,2,1,9690000,1,1
1066,333,65.8,109,28,1,64,1,386,0,0,0,1,24700000,1,1
1067,330,36.675,73,12,1,3,1,6963,3,2,2,1,7800000,0,1
1068,330,44.737,73,16,1,3,1,10085,2,2,2,1,7350000,1,1
1069,320,39.519,73,14,1,2,1,1708,2,2,1,1,7380000,1,1
1070,320,45.263,75,21,1,3,1,5775,3,2,2,1,9500000,1,1
1071,320,86.433,73,14,1,2,1,769,4,2,2,1,20260000,1,1
1072,335,58.625,73,7,2,3,1,8905,3,2,2,1,5500000,1,1
1073,326,48.382,73,7,2,3,1,9717,4,2,2,1,4821144,0,1
1074,326,42.504,76,4,3,3,1,8495,3,2,2,0,3000000,1,0
1075,324,61.861,75,14,1,3,1,2375,2,2,2,1,13650000,1,1
1076,333,55.757,125,20,1,3,1,2342,3,1,2,1,7200000,1,1
1077,333,37.304,74,4,3,3,1,10422,4,2,2,0,6900000,0,0
1078,333,49.22,62,15,1,65,1,3314,0,0,0,1,16000000,1,1
1079,338,55.17,73,13,1,3,1,2261,4,2,2,1,11000000,1,1
1080,338,43.539,107,18,1,13,1,2374,2,2,1,1,8280000,1,1
1081,337,82.516,73,7,2,3,1,2633,4,2,2,1,20800000,1,1
1082,333,65.736,125,22,1,3,1,2237,3,2,2,1,8750000,1,1
1083,334,51.18,62,13,1,3,1,2628,3,2,2,1,10500000,1,1
1084,334,69.929,75,24,1,3,1,2400,4,2,2,1,15200000,1,1
1085,334,35.108,62,13,1,3,1,2367,3,1,1,1,7450000,1,1
1086,334,38.732,62,13,1,3,1,2628,2,2,1,1,7880000,1,1
1087,326,39.96,76,5,2,3,1,7824,3,2,2,0,3060000,1,1
1088,320,46.201,73,12,1,3,1,4134,3,2,2,1,8980000,1,1
1089,320,86.007,73,15,1,2,1,3052,4,2,3,1,18000000,1,1
1090,320,11.58,73,7,2,3,1,9742,1,1,1,1,2680000,0,1
1091,333,54.565,109,12,1,3,1,3527,3,2,2,1,14800000,1,1
1092,330,49.262,73,14,1,3,1,2675,3,2,2,1,15200000,1,1
1093,330,45.493,75,24,1,3,1,1565,2,2,1,1,12400000,1,1
1094,333,60.76,125,23,1,3,1,2342,4,2,2,1,12000000,1,1
1095,333,49.565,68,15,1,2,1,152,3,2,2,1,11620000,1,1
1096,333,46.349,68,15,1,2,1,152,3,2,2,1,10250000,1,1
1097,333,34.228,68,15,1,2,1,152,2,2,1,1,7550000,1,1
1098,333,47.308,68,15,1,2,1,152,3,2,2,1,11070000,1,1
1099,333,49.749,68,15,1,2,1,152,3,2,2,1,10800000,1,1
1100,333,41.972,68,15,1,2,1,152,3,2,2,1,9230000,1,1
1101,333,49.749,68,15,1,2,1,152,3,2,2,1,10800000,1,1
1102,333,45.091,68,15,1,2,1,152,3,2,2,1,10650000,1,1
1103,333,31.911,68,15,1,2,1,152,2,2,1,1,7000000,1,1
1104,333,46.349,68,15,1,2,1,152,3,2,2,1,9850000,1,1
1105,333,34.57,68,15,1,2,1,152,2,2,1,1,8110000,1,1
1106,333,45.653,68,15,1,2,1,152,3,2,2,1,10280000,1,1
1107,333,45.653,68,15,1,2,1,152,3,2,2,1,11570000,1,1
1108,333,42.008,68,15,1,2,1,152,3,2,2,1,9380000,1,1
1109,333,31.911,68,15,1,2,1,152,3,2,2,1,6880000,1,1
1110,333,34.031,68,15,1,2,1,152,2,2,1,1,8000000,1,1
1111,333,33.998,109,28,1,2,1,386,1,1,1,1,8500000,1,1
1112,333,54.166,62,5,2,3,1,11446,3,2,3,1,10750000,1,1
1113,333,46.878,125,22,1,3,1,2237,3,2,2,1,10500000,1,1
1114,333,39.621,62,19,1,3,1,2878,2,2,1,1,7210000,1,1
1115,333,49.565,68,15,1,2,1,152,3,2,2,1,10980000,1,1
1116,333,49.565,68,15,1,2,1,152,3,2,2,1,11130000,1,1
1117,333,34.912,68,15,1,2,1,152,2,2,1,1,7940000,1,1
1118,333,34.912,68,15,1,2,1,152,2,2,1,1,7740000,1,1
1119,333,34.57,68,15,1,2,1,152,2,2,1,1,7560000,1,1
1120,333,34.031,68,15,1,2,1,152,2,2,1,1,7800000,1,1
1121,333,47.653,68,15,1,2,1,152,3,2,2,1,11000000,1,1
1122,333,47.653,68,15,1,2,1,152,3,2,2,1,11380000,1,1
1123,333,34.031,68,15,1,2,1,152,2,2,1,1,7180000,1,1
1124,333,33.686,68,15,1,2,1,152,2,2,1,1,7050000,1,1
1125,333,45.263,68,15,1,2,1,152,3,2,2,1,10000000,1,1
1126,333,45.653,68,15,1,2,1,152,3,2,2,1,10600000,1,1
1127,333,45.653,68,15,1,2,1,152,3,2,2,1,10000000,1,1
1128,333,46.685,68,15,1,2,1,152,3,2,2,1,11000000,1,1
1129,333,45.665,68,15,1,2,1,152,3,2,2,1,9750000,1,1
1130,333,34.228,68,15,1,2,1,152,2,2,1,1,7470000,1,1
1131,333,34.031,68,15,1,2,1,152,3,2,2,1,7650000,1,1
1132,333,34.228,68,15,1,2,1,152,2,2,1,1,8060000,1,1
1133,333,44.746,68,15,1,2,1,152,3,2,2,1,9280000,1,1
1134,333,42.97,68,15,1,2,1,152,3,2,2,1,9300000,1,1
1135,333,34.037,68,15,1,2,1,152,3,2,2,1,7300000,1,1
1136,333,44.092,68,15,1,2,1,152,3,2,2,1,9000000,1,1
1137,333,49.749,68,15,1,2,1,152,3,2,2,1,11550000,1,1
1138,333,41.234,109,28,1,2,1,228,2,2,1,1,10300000,1,1
1139,333,56.891,109,28,1,2,1,228,2,2,2,1,15120000,1,1
1140,333,51.334,109,28,1,2,1,228,2,2,2,1,13670000,1,1
1141,333,51.334,109,28,1,2,1,228,2,2,2,1,14260000,1,1
1142,333,41.149,109,28,1,2,1,228,2,2,1,1,10440000,1,1
1143,333,61.78,125,23,1,3,1,2342,4,2,2,1,13250000,1,1
1144,333,56.891,109,28,1,2,1,228,2,2,2,1,15000000,1,1
1145,324,30.075,73,5,3,3,1,14507,3,2,1,0,1050000,0,0
1146,324,10.125,78,4,2,3,1,5699,1,1,1,1,1350000,1,1
1147,324,10.125,78,4,2,3,1,5699,1,1,1,1,1200000,1,1
1148,334,27.642,62,15,1,3,1,2329,2,1,1,1,6100000,0,1
1149,334,39.398,75,24,1,3,1,2400,2,1,1,1,8250000,1,1
1150,334,69.463,73,13,1,3,1,3065,3,2,3,1,19380000,1,1
1151,334,28.453,62,15,1,3,1,5009,1,1,1,1,6100000,1,1
1152,338,34.73,73,12,1,3,1,9624,2,2,1,1,5670000,0,1
1153,338,11.831,73,14,1,3,1,6742,1,1,1,1,3900000,0,1
1154,337,52.647,73,10,2,3,1,4849,3,2,2,1,13500000,1,1
1155,338,37.12,73,10,2,3,1,3059,2,2,1,1,7000000,1,1
1156,326,42.958,73,5,3,3,1,9010,4,2,2,1,4386000,1,0
1157,335,45.98,73,8,2,3,1,9682,3,1,3,1,4000000,0,1
1158,320,20.733,73,15,1,3,1,4575,1,2,1,1,4800000,0,1
1159,320,34.161,73,7,2,3,1,10644,3,2,2,1,5800000,1,1
1160,320,27.887,73,14,1,3,1,7484,1,1,1,1,5200000,1,1
1161,328,24.248,76,5,2,2,1,1915,2,1,1,1,4000000,0,1
1162,328,38.593,76,5,3,3,1,8487,2,2,1,1,2750000,1,0
1163,320,37.316,73,9,2,3,1,10205,3,2,2,1,2650000,1,1
1164,320,7.566,75,7,2,3,1,10421,1,1,1,1,1300000,0,1
1165,320,47.338,73,15,1,2,1,2945,3,2,2,1,9450000,1,1
1166,320,22.461,73,7,2,3,1,10346,1,1,1,1,3700000,1,1
1167,320,80.931,73,15,1,3,1,8561,4,2,2,1,19750000,1,1
1168,320,38.723,73,12,1,3,1,6200,3,2,1,1,7100000,1,1
1169,320,24.757,73,8,2,3,1,10064,2,2,1,1,3000000,0,1
1170,320,44.111,65,19,1,2,1,872,3,2,1,1,15850000,1,1
1171,330,43.487,73,13,1,3,1,3697,3,2,2,1,9180000,1,1
1172,330,25.54,73,9,2,3,1,6949,2,2,1,1,6500000,0,1
1173,330,106.867,82,24,1,3,1,1345,4,2,3,1,39810000,1,1
1174,330,47.063,75,24,1,3,1,406,3,2,2,1,14000000,1,1
1175,330,38.672,62,14,1,3,1,6958,3,2,1,1,8500000,1,1
1176,330,9.901,73,13,1,3,1,3788,1,1,1,1,2000000,0,1
1177,330,25.053,75,12,1,3,1,3903,1,1,1,1,4750000,0,1
1178,330,27.709,73,8,2,3,1,8687,2,1,1,1,6800000,1,1
1179,330,54.801,62,13,1,3,1,5617,4,2,2,1,11800000,1,1
1180,330,55.291,75,15,1,6,1,3518,0,0,0,1,17880000,1,1
1181,330,50.959,62,16,1,3,1,8896,3,2,2,1,11500000,1,1
1182,330,39.047,82,15,1,6,1,349,0,0,0,1,10800000,1,1
1183,330,57.142,73,13,1,3,1,8210,4,2,2,1,15000000,1,1
1184,330,62.732,73,9,2,3,1,7812,4,2,2,1,11680000,1,1
1185,330,40.877,73,7,2,3,1,10646,2,2,2,0,6900000,1,1
1186,330,46.286,73,13,1,3,1,9478,3,2,2,1,9000000,1,1
1187,330,17.109,73,28,1,3,1,9033,1,1,2,1,4540000,0,1
1188,330,40.626,73,15,1,3,1,215,2,2,1,1,10250000,1,1
1189,330,69.699,73,13,1,3,1,2912,4,2,2,1,19100000,1,1
1190,330,41.073,75,15,1,36,1,377,0,0,0,1,18150000,1,1
1191,330,29.597,73,18,1,3,1,9764,3,2,1,1,6600000,0,1
1192,330,58.546,73,16,1,3,1,10736,4,1,2,1,11300000,1,1
1193,330,34.276,73,19,1,3,1,9397,3,2,2,1,7150000,0,1
1194,330,32.18,73,12,1,3,1,614,2,2,1,1,8870000,1,1
1195,330,34.152,73,12,1,3,1,614,2,2,1,1,8057000,1,1
1196,330,33.06,73,14,1,3,1,215,2,2,1,1,7510000,1,1
1197,330,28.223,73,17,1,3,1,8960,3,2,2,1,7500000,0,1
1198,330,46.703,73,14,1,3,1,2923,3,2,2,1,10400000,1,1
1199,330,47.29,73,14,1,3,1,2793,2,2,2,1,11700000,1,1
1200,330,72.083,73,14,1,3,1,2451,3,2,2,1,17600000,1,1
1201,330,17.242,73,24,1,3,1,8685,1,1,1,1,4400000,1,1
1202,330,17.27,75,20,1,3,1,9600,1,1,1,1,3500000,0,1
1203,320,29.415,73,15,1,2,1,2020,1,1,1,1,5260000,1,1
1204,320,47.756,75,14,1,2,1,3592,3,2,2,1,8300000,1,1
1205,320,36.152,73,15,1,2,1,2945,2,2,1,1,6900000,1,1
1206,320,35.129,73,12,1,3,1,10940,2,1,2,1,4500000,0,1
1207,320,20.748,128,4,3,3,1,15510,3,2,1,0,3150000,0,0
1208,328,27.473,76,5,2,66,1,285,3,2,2,0,4500000,0,1
1209,320,43.838,73,6,2,3,1,10650,4,2,2,1,5950000,0,1
1210,320,7.662,73,6,2,3,1,11710,1,0,1,1,1250000,0,1
1211,320,51.361,73,12,1,2,1,3058,3,2,2,1,12500000,1,1
1212,320,65.204,75,10,2,4,1,7804,0,1,1,1,12000000,1,1
1213,328,20.7,76,5,2,66,1,2211,2,1,2,0,3200000,0,1
1214,320,91.512,73,22,1,2,1,2399,3,2,2,1,29100000,1,1
1215,326,20.398,73,5,3,3,1,14474,5,2,2,0,2400000,0,0
1216,326,41.972,73,13,1,3,1,5608,3,2,2,1,5730000,1,1
1217,326,43.309,73,6,2,3,1,10398,4,2,2,1,4224000,0,1
1218,326,15.666,76,2,3,3,7,14644,3,2,2,0,3000000,0,0
1219,326,40.844,75,15,1,3,1,1853,3,2,2,1,7460000,1,1
1220,326,23.483,73,12,1,3,1,9562,2,2,1,1,2300000,0,1
1221,338,30.099,73,11,1,3,1,9860,3,2,2,1,5600000,0,1
1222,338,38.575,73,13,1,3,1,5806,3,2,1,1,9880000,1,1
1223,338,43.194,75,12,1,3,1,5229,3,2,2,1,7350000,1,1
1224,337,84.361,73,10,2,3,1,3353,2,2,1,1,17100000,1,1
1225,337,54.014,62,8,2,3,1,5100,3,2,2,1,6700000,1,1
1226,338,34.179,73,9,2,3,1,6664,2,2,1,1,7700000,1,1
1227,338,96.31,107,17,1,13,1,2374,4,2,3,1,17900000,1,1
1228,338,37.359,73,10,2,3,1,3059,2,2,1,1,7050000,1,1
1229,334,103.485,75,24,1,3,1,2400,4,2,3,1,23000000,1,1
1230,334,37.749,62,15,1,3,1,3688,2,2,1,1,7200000,1,1
1231,334,58.894,73,24,1,2,1,203,3,2,2,1,12130000,1,1
1232,334,34.948,73,24,1,2,1,203,2,2,2,1,7490000,1,1
1233,334,57.917,73,24,1,2,1,203,3,2,2,1,13460000,1,1
1234,334,34.948,73,24,1,2,1,203,2,2,2,1,7500000,1,1
1235,334,32.767,73,24,1,2,1,203,2,2,2,1,7270000,1,1
1236,334,58.851,73,24,1,2,1,203,3,2,2,1,13610000,1,1
1237,334,50.835,73,24,1,2,1,203,3,2,2,1,11080000,1,1
1238,334,51.086,73,24,1,2,1,203,3,2,2,1,11310000,1,1
1239,334,57.115,73,24,1,2,1,203,3,2,2,1,13540000,1,1
1240,334,58.237,73,24,1,2,1,203,3,2,2,1,13150000,1,1
1241,334,67.533,73,24,1,2,1,203,3,2,2,1,13860000,1,1
1242,334,56.274,73,24,1,2,1,203,3,2,2,1,12930000,1,1
1243,324,22.318,75,13,1,3,1,5192,2,2,1,1,4450000,0,1
1244,324,55.624,73,15,1,3,1,4850,4,2,2,1,9880000,1,1
1245,324,12.481,75,13,1,3,1,5192,1,1,1,1,2350000,0,1
1246,324,30.168,73,7,2,2,1,413,2,2,2,1,5700000,0,1
1247,324,25.21,73,18,1,3,1,9021,2,2,1,1,4300000,0,1
1248,324,11.549,73,18,1,3,1,9021,1,0,1,1,2150000,0,1
1249,324,44.876,73,9,2,3,1,6305,3,2,2,1,6000000,1,1
1250,324,47.976,75,15,1,3,1,1608,2,2,2,1,9792000,1,1
1251,333,28.402,62,11,1,3,1,900,2,1,1,1,11000000,0,1
1252,333,60.452,62,14,1,3,1,3847,3,2,2,1,11450000,1,1
1253,333,42.15,125,19,1,3,1,2378,2,1,1,1,9000000,1,1
1254,333,33.345,109,12,1,3,1,5049,2,1,1,1,10380000,1,1
1255,333,41.164,74,14,1,67,1,627,0,1,1,1,11000000,1,1
1256,333,54.589,125,21,1,3,1,2378,3,2,2,1,12500000,1,1
1257,330,37.537,73,15,1,3,1,3467,2,2,1,1,7900000,1,1
1258,333,63.304,75,15,1,3,1,1546,3,2,2,1,17980000,1,1
1259,333,30.005,62,4,3,3,1,9392,3,2,2,0,8000000,0,0
1260,320,51.646,73,14,1,2,1,2754,3,2,2,1,9150000,1,1
1261,320,48.833,73,23,1,2,1,2118,3,2,2,1,16100000,1,1
1262,328,26.299,76,5,2,66,1,809,3,2,2,1,4200000,0,1
1263,334,47.169,62,13,1,3,1,2462,3,2,2,1,9500000,1,1
